PLANT,Site,Site Code,VISIT_DATE,OBSERVER,ORGANIZATION,VISIT_STATUS_NUM,VISIT_STATUS_CHAR,SEARCH_SQFT,GROSS_SQFT,PLANT_COUNT,PERCENT_COVER,AGE_SIZE,DISTRIBUTION,PHENOLOGY,NATIVE,NON_NAT,iMap Searched Record,iMap Pres/Not Det,iMap Treat,WIND_SPEED,WIND_DIR,TEMP,PERCENT_TREATED,GROSS_TREAT_SQFT,ACTUAL_HERBICIDE_SQFT,PU_COUNT,PU_PERCENT,FO_COUNT,FO_PERCENT,CO_COUNT,CO_PERCENT,CS_COUNT,BB_COUNT,HS_COUNT,HERBICIDE_NAME,AI_CONCENTRATION,AMT_OF_MIX,MIX_UNITS,AMT_OF_PRODUCT,PRODUCT_UNITS,PHOTO_NAMES,Notes
_PUMO_,P001,P001_HEMA17_DEC1710,2015-06-25T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,2,completely treated,,,46,25-May,seedling,,vegetative,,,,,,,,,76-100,,,46,100,,,,,,,,,,,,,,,
_PUMO_,P001,P001_HEMA17_DEC1710,2016-06-13T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,500,56,,seedling,,vegetative,,,,,,,,,76-100,500,,56,100,,,,,,,,,,,,,,,
_HEMA17_,P001,P001_HEMA17_DEC1710,2017-06-01T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,45,3,25-May,sapling,,vegetative,,,,,,,,,76-100,4,,3,100,,,,,,,,,,,,,,,
_HEMA17_,P001,P001_HEMA17_DEC1710,2017-06-08T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,30,5,<5,sapling,,vegetative,,,,,,,,,76-100,30,,5,100,,,,,,,,,,,,,,,
_AREL8_,P001,P001_HEMA17_DEC1710,2018-06-01T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,44,3,25-May,seedling,,vegetative,,,,,,,,,76-100,40,,3,100,,,,,,,,,,,,,,,
_RUPH_,P001,P001_HEMA17_DEC1710,2019-05-31T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ROMU_,P001,P001_HEMA17_DEC1710,2020-08-31T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,low,high,,,,,,,,,,,,,,,,,,,,,,,,,,
_AREL8_,P002,P002_HEMA17_DEC0001,2015-06-25T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,3,no plants 1st year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_LECU_,P002,P002_HEMA17_DEC0007,2019-06-22T04:00:00Z,"Mike Young, Chris Quirin",New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P002_HEMA17_DEC0007,2022-06-19T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,4,no plants 2nd year,28401,0,,NA,NA,NA,NA,low,high,,,,,,,76-100,NA,,0,0,,,,,,,,,,,,,,,
_CYLO11_,P003,P003_HEMA17_DEC0071,2013-07-12T04:00:00Z,Naja Kraus,NYS DEC,0,untreated,,,1,<5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYLO11_,P003,P003_HEMA17_DEC0071,2015-06-25T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,2,completely treated,,,14,<5,adult reproducing,,flower,,,,,,,,,76-100,,,,,,,,,,,,,,,,,,,
_PUMO_,P003,P003_HEMA17_DEC0071,2016-06-13T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,9,5,<5,seedling,,vegetative,,,,,,,,,76-100,9,,5,,,,,,,,,,,,,,,,
_HEMA17_,P003,P003_HEMA17_DEC0071,2017-06-08T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,400,5,<5,sapling,,vegetative,,,,,,,,,76-100,5,,5,,,,,,,,,,,,,,,,
_AREL8_,P003,P003_HEMA17_DEC0071,2018-05-31T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,1200,13,25-May,adult non-reproducing,,vegetative,,,,,,,,,76-100,1200,,13,,,,,,,,,,,,,,,,
,,P003_HEMA17_DEC0071,2022-06-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,7346,196,10,<5,mature,dense plants/clumps,flower,medium,medium,,,,,,,76-100,197,,10,100,,,,,,,,,,,,,,,
_CYLO11_,P004,P004_HEMA17_DEC0553,2013-06-23T04:00:00Z,Naja Kraus,NYS DEC,0,untreated,,8,12,<5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYLO11_,P004,P004_HEMA17_DEC0553,2015-06-25T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,2,completely treated,,,1,,seedling,,vegetative,,,,,,,,,76-100,0,,1,,,,,,,,,,,,,,,,
_PUMO_,P004,P004_HEMA17_DEC0553,2016-06-13T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,500,4,,seedling,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P004,P004_HEMA17_DEC0553,2017-06-08T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_AREL8_,P004,P004_HEMA17_DEC0553,2018-06-01T04:00:00Z,"Michael Young, Allison McKenna",New York - New Jersey Trail Conference,4,no plants 2nd year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_MISI_,P004,P004_HEMA17_DEC0553,2019-06-19T04:00:00Z,Meredith Taylor & interns,NYC DEP,5,no plants 3rd year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,P004,P004_HEMA17_DEC0553,2019-07-02T04:00:00Z,Meredith Taylor & interns,NYC DEP,5,no plants 3rd year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P004_HEMA17_DEC0553,2022-06-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,5,no plants 4th year,53563,0,,NA,NA,NA,NA,low,high,,,,,,,76-100,NA,,0,0,,,,,,,,,,,,,,,
_CYLO11_,P005,P005_HEMA17_DEC0554,2015-06-25T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,3,no plants 1st year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_PUMO_,P005,P005_HEMA17_DEC0554,2016-06-13T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,4,no plants 2nd year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,P005,P005_HEMA17_DEC0554,2019-07-02T04:00:00Z,Meredith Taylor & interns,NYC DEP,5,no plants 3rd year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P005_HEMA17_DEC0554,2022-06-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,5,no plants 4th year,5826,0,,NA,NA,NA,NA,medium,medium,,,,,,,76-100,NA,,0,0,,,,,,,,,,,,,,,
_CYLO11_,P006,P006_HEMA17_DEC1086,2015-06-25T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,3,no plants 1st year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_PUMO_,P006,P006_HEMA17_DEC1086,2016-06-13T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,5,eradicated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P006,P006_HEMA17_DEC1086,2017-06-08T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,1,1,76-100,seedling,,vegetative,,,,,,,,,76-100,1,,1,,,,,,,,,,,,,,,,
_AREL8_,P006,P006_HEMA17_DEC1086,2018-06-01T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,1,1,76-100,seedling,,vegetative,,,,,,,,,76-100,1,,1,,,,,,,,,,,,,,,,
_MISI_,P006,P006_HEMA17_DEC1086,2019-06-22T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,3750,11,<5,mature,,flower,,,,,,,,,76-100,121,0,11,100,0,0,0,0,0,0,0,,,,,,,,
_RHSC3_,P006,P006_HEMA17_DEC1086,2020-08-31T04:00:00Z,Devyani Mishra,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,low,low,,,,,,72,,NA,,,,,,,,,,,,,,,,,,
_ACAR10_,P006,P006_HEMA17_DEC1086,2021-06-26T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,26572,0,,<5,,,,high,medium,,,,,,,,NA,,,,,,,,,,,,,,,,,,No plants found
,,P006_HEMA17_DEC1086,2022-06-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,4,no plants 2nd year,27150,0,,NA,NA,NA,NA,medium,medium,,,,,,,76-100,NA,,0,0,,,,,,,,,,,,,,,
_PUMO_,P007,P007_HEMA17_DEC1095,2015-06-25T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,2,completely treated,,,358,25-May,adult reproducing,,flower,,,,,,,,,76-100,,,,,358,100,,,,,,Accord XRT II,3,,,6,FL,,
_PUMO_,P007,P007_HEMA17_DEC1095,2016-06-13T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,30000,88,<5,seedling,,vegetative,,,,,,,,,76-100,30000,,,,88,100,,,,,,,,,,,,,
_HEMA17_,P007,P007_HEMA17_DEC1095,2017-06-12T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,50000,113,,sapling,,vegetative,,,,,,,,,76-100,50000,,,,113,100,,,,,,Accord XRT II,2,0.5,gal,,,,Herbicide by Trillium
_AREL8_,P007,P007_HEMA17_DEC1095,2018-05-31T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,3513,26,<5,sapling,,vegetative,,,,,,,,,76-100,,,,,26,100,,,,,,Rodeo,2,0.5,gal,,,,
_CYSC4_,P007,P007_HEMA17_DEC1095,2019-06-23T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,2042,7,<5,sapling,,vegetative,,,,,,,,,76-100,49,49,0,0,7,100,0,0,0,0,0,Accord XRT II,2,0.12,gal,,,,
_CYSC4_,P007,P007_HEMA17_DEC1095,2020-07-26T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,2458,9,<5,sapling,trace,immature fruit,medium,medium,,,,,,91,76-100,2459,,9,,,,,,,,,,,,,,,,
_ACAR10_,P007,P007_HEMA17_DEC1095,2021-06-26T04:00:00Z,Kassidy Robinson,New York - New Jersey Trail Conference,3,no plants 1st year,216058,,,,,,,high,low,1168098,,,,,,,,,,,,,,,,,,,,,,,,,
,,P007_HEMA17_DEC1095,2022-06-17T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,75831,3560,4,<5,mature,sparse,vegetative,medium,high,,,,,,,76-100,3560,,4,100,,,,,,,,,,,,,,,
_CYLO11_,P008,P008_HEMA17_DEC1330,2015-06-25T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,3,no plants 1st year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_PUMO_,P008,P008_HEMA17_DEC1330,2016-06-14T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,1,1,25-May,seedling,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P008,P008_HEMA17_DEC1330,2017-06-08T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_AREL8_,P008,P008_HEMA17_DEC1330,2018-05-31T04:00:00Z,"Michael Young, Allison McKenna",New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,P008,P008_HEMA17_DEC1330,2019-09-21T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYLO11_,P009,P009_HEMA17_DEC1859,2015-06-25T04:00:00Z,Shelby Timm,New York - New Jersey Trail Conference,2,completely treated,,300,16,<5,adult reproducing,,flower,,,,,,,,,76-100,,,,,,,16,100,,,,,,,,0.5,FL,,
_PUMO_,P009,P009_HEMA17_DEC1859,2016-06-13T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,2,completely treated,,45,2,,seedling,,vegetative,,,,,,,,,76-100,,,45,100,,,,,,,,,,,,,,,
_HEMA17_,P009,P009_HEMA17_DEC1859,2017-06-08T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,10,3,25-May,seedling,,vegetative,,,,,,,,,76-100,10,,3,,,,,,,,,,,,,,,,
_AREL8_,P009,P009_HEMA17_DEC1859,2018-05-31T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,P009,P009_HEMA17_DEC1859,2019-09-21T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_RHSC3_,P009,P009_HEMA17_DEC1859,2020-08-31T04:00:00Z,Devyani Mishra,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,medium,medium,,,,,,,,,,,,,,,,,,,,,,,,,,
_PUMO_,P010,P010_AKQU_001,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,3125,,25-May,adult non-reproducing,,vegetative,,,,,,,,,,NA,0,,,,,,,,,,,,,,,,,NY-326656U-P
_HEMA17_,P010,P010_AKQU_002,2017-07-22T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,0,untreated,,400,,26-50,adult non-reproducing,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P010,P010_AKQU_003,2017-07-23T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,0,untreated,,1600,,26-50,adult non-reproducing,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_PUMO_,P010,P010_AREL8_001,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,1,partially treated,,7500,,26-50,adult reproducing,,flower,,,,,,,,,26-50,2500,20,,,,,,,,80,,Pathfinder II,13.6,20,FL,2.72,FL,,
_HEMA17_,P010,P010_AREL8_001,2017-07-22T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,5000,427,76-100,adult non-reproducing,,vegetative,,,,,,,,,76-100,5000,427,,,,,,,,427,,Pathfinder II,13.6,47,FL,47,FL,,
_PRJA2_,P010,P010_AREL8_001,2018-07-27T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,2026,226,<5,adult non-reproducing,,vegetative,,,,,,,,,76-100,,,,,,,,,,226,,Pathfinder II,13.6,51,FL,51,FL,,
_CYSC4_,P010,P010_AREL8_001,2019-08-03T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,,3791,186,26-50,mature,,flower,,,,,,,,,51-75,1713,,,,,,,,,186,,Pathfinder II,13.6,37,FL,37,FL,,Incoming storm stopped crew from finishing the site.
_HEMA17_,P010,P010_AREL8_002,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,12500,,76-100,adult reproducing,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY-326649U-P
_HEMA17_,P010,P010_AREL8_002,2017-07-22T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,25000,1805,26-50,adult non-reproducing,,vegetative,,,,,,,,,76-100,25000,,,,,,,,,1805,,Pathfinder II,13.6,,,179,FL,,
_PRJA2_,P010,P010_AREL8_002,2018-07-27T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,581,23,<5,adult non-reproducing,,vegetative,,,,,,,,,76-100,,,,,,,,,,23,,Pathfinder II,13.6,0.5,FL,0.5,FL,,
_CYSC4_,P010,P010_AREL8_002,2019-08-03T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,0,untreated,,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incorrect coordinates - led us to the middle of a marshland with no evidence of plants. Saw plants on neighboring property.
_HEMA17_,P010,P010_AREL8_003,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,1,partially treated,,600,,26-50,adult reproducing,,flower,,,,,,,,,26-50,300,0,63,,,,,,,,,,,,,,,,
_PHVI81_,P010,P010_AREL8_003,2018-07-28T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,36379,630,25-May,adult non-reproducing,,vegetative,,,,,,,,,76-100,,,,,,,,,,630,,Pathfinder II,13.6,58.5,FL,58.5,FL,,
_CYSC4_,P010,P010_AREL8_003,2019-08-03T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,7402,227,26-50,mature,,flower,,,,,,,,,76-100,1251,,,,,,,,,,,Pathfinder II,13.6,31,FL,31,FL,,
_HEMA17_,P010,P010_AREL8_004,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,450,,76-100,adult non-reproducing,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P010,P010_AREL8_004,2017-07-21T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,1000,245,51-75,adult non-reproducing,,vegetative,,,,,,,,,76-100,1000,245,,,,,,,,245,,Pathfinder II,100,25,FL,25,FL,,
_PHVI81_,P010,P010_AREL8_004,2018-07-28T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,1323,34,25-May,adult non-reproducing,,vegetative,,,,,,,,,76-100,,,,,,,,,,34,,Pathfinder II,13.6,4,FL,4,FL,,
_CYSC4_,P010,P010_AREL8_004,2019-08-01T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,7647,1,<5,sapling,,vegetative,,,,,,,,,76-100,1,,,,,,,,,1,,Pathfinder II,13.6,0.5,FL,0.5,FL,,
_ACAR10_,P010,P010_AREL8_004,2020-09-19T04:00:00Z,Devyani Mishra,New York - New Jersey Trail Conference,2,completely treated,,10086,31,<5,mature,sparse,mature fruit,high,low,,,,,,,76-100,10086,,,,,,,,,31,,Pathfinder II,13.6,1.5,FL,1.5,FL,,
_HEMA17_,P010,P010_AREL8_005,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,25,,76-100,adult non-reproducing,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P010,P010_AREL8_005,2017-07-22T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,2400,111,26-50,adult non-reproducing,,vegetative,,,,,,,,,76-100,2400,111,,,,,,,,111,,Pathfinder II,13.6,15,FL,15,FL,,
_PRJA2_,P010,P010_AREL8_005,2018-07-27T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,32,21,25-May,adult non-reproducing,,vegetative,,,,,,,,,76-100,,,,,,,,,,21,,Pathfinder II,13.6,0.5,FL,0.5,FL,,
_HEMA17_,P010,P010_AREL8_006,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,50,,51-75,adult non-reproducing,,vegetative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_POPE10_,P010,P010_AREL8_006,2018-07-28T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,
_PUMO_,P010,P010_AREL8_007,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,1,1,76-100,adult non-reproducing,,vegetative,,,,,,,,,76-100,1,0.25,,,,,,,,1,,Pathfinder II,13.6,0.25,FL,0.034,FL,,
_CYSC4_,P010,P010_AREL8_007,2019-08-02T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,9216,14,<5,sapling,,vegetative,,,,,,,,,76-100,575,,,,,,,,,14,,Pathfinder II,13.6,1,FL,1,FL,,
_ARIT_,P010,P010_AREL8_007,2020-09-25T04:00:00Z,Natalie Kyvik,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,low,high,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P010,P010_AREL8_008,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,6500,,25-May,adult reproducing,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,P010,P010_AREL8_008,2019-08-02T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,21849,359,25-May,mature,,flower,,,,,,,,,,4222,,,,,,,,,359,,Pathfinder II,13.6,23,FL,23,FL,,
_ARIT_,P010,P010_AREL8_008,2020-09-25T04:00:00Z,Natalie Kyvik,New York - New Jersey Trail Conference,2,completely treated,,5750,16,<5,sapling,trace,vegetative,low,medium,,,,,,75,76-100,5751,,,,,,,,,16,,Pathfinder II,13.6,1,FL,1,FL,,
_HEMA17_,P010,P010_AREL8_009,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,30000,,26-50,adult reproducing,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P010,P010_AREL8_009,2017-07-23T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,35000,1233,25-May,adult non-reproducing,,vegetative,,,,,,,,,76-100,35000,1233,,,,,,,,1233,,Pathfinder II,13.6,,,181,FL,,
_CYSC4_,P010,P010_AREL8_009,2019-08-02T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,1,partially treated,,46362,715,25-May,mature,,flower,,,,,,,,,51-75,25557,,,,,,,,,715,,Pathfinder II,13.6,55,FL,55,FL,,Combined sites 009 + 005+ 006. No clean breaks between them. Prioritized mature trees due to time constraints.
_HEMA17_,P010,P010_AREL8_010,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,2500,,26-50,adult reproducing,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P010,P010_AREL8_010,2017-07-21T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,16000,446,25-May,adult reproducing,,flower,,,,,,,,,76-100,16000,450,,,,,,,,446,,Pathfinder II,100,66,FL,66,FL,,
_PHVI81_,P010,P010_AREL8_010,2018-07-28T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,29100,120,<5,adult reproducing,,flower,,,,,,,,,76-100,,,,,,,,,,120,,Pathfinder II,13.6,19.5,FL,19.5,FL,,
_CYSC4_,P010,P010_AREL8_010,2019-08-01T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,245711,481,<5,mature,,flower,,,,,,,,,76-100,74250,,,,,,,,,481,,Pathfinder II,13.6,37,FL,37,FL,,"Many more plants found across the road, on the side of the pull off."
_AREL8_,P010,P010_AREL8_010,2020-09-19T04:00:00Z,Devyani Mishra,New York - New Jersey Trail Conference,2,completely treated,,88411,49,<5,sapling,sparse,vegetative,high,low,,,,,,,76-100,88412,,,,,,,,,49,,Pathfinder II,13.6,6.5,FL,6.5,FL,,
_HEMA17_,P010,P010_AREL8_011,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,12500,,25-May,adult reproducing,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P010,P010_AREL8_011,2017-07-22T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,7500,501,76-100,adult non-reproducing,,vegetative,,,,,,,,,76-100,7500,501,,,,,,,,500,1,Pathfinder II,13.6,,,57,FL,,
_PRJA2_,P010,P010_AREL8_011,2018-07-28T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,0,untreated,,51242,,25-May,adult reproducing,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_CYSC4_,P010,P010_AREL8_011,2019-08-03T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,109771,983,25-May,mature,,flower,,,,,,,,,76-100,45663,,,,,,,,,983,,Pathfinder II,13.6,87,FL,87,FL,,"Overlapped with site 016, no clear line dividing sites. Many plants inbetween sites."
_ARIT_,P010,P010_AREL8_011,2020-09-25T04:00:00Z,Natalie Kyvik,New York - New Jersey Trail Conference,2,completely treated,,104108,535,<5,mature,dense plants/clumps,mature fruit,low,high,,,,,,75,76-100,104108,,,,,,,,,535,,Pathfinder II,13.6,79.4,FL,79.4,FL,,
_PUMO_,P010,P010_AREL8_012,2016-07-29T04:00:00Z,Cody Mendoza,New York - New Jersey Trail Conference,0,untreated,,4225,,25-May,adult reproducing,,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P010,P010_AREL8_012,2017-07-21T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,1600,312,76-100,adult reproducing,,vegetative,,,,,,,,,76-100,1600,350,,,,,,,,312,,Pathfinder II,100,28,FL,28,FL,,
_POPE10_,P010,P010_AREL8_012,2018-07-28T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,15837,65,<5,adult non-reproducing,,vegetative,,,,,,,,,76-100,,,,,,,24,,,41,,Pathfinder II,13.6,7,FL,7,FL,,
_CYSC4_,P010,P010_AREL8_012,2019-08-01T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,37897,139,<5,mature,,flower,,,,,,,,,76-100,15682,,,,,,,,,139,,Pathfinder II,13.6,12,FL,12,FL,,
_AREL8_,P010,P010_AREL8_012,2020-09-19T04:00:00Z,Devyani Mishra,New York - New Jersey Trail Conference,3,no plants 1st year,,0,,,,,,medium,medium,,,,,,,,,,,,,,,,,,,,,,,,,,
_HEMA17_,P010,P010_AREL8_013,2017-07-21T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,3600,94,25-May,adult non-reproducing,,vegetative,,,,,,,,,76-100,3600,94,,,,,,,,94,,Pathfinder II,100,12,FL,12,FL,,
_POPE10_,P010,P010_AREL8_013,2018-07-28T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,475,29,<5,adult non-reproducing,,vegetative,,,,,,,,,76-100,,,,,,,,,,29,,Pathfinder II,13.6,7,FL,7,FL,,
_CYSC4_,P010,P010_AREL8_013,2019-08-03T04:00:00Z,Ryan McClean,New York - New Jersey Trail Conference,2,completely treated,,18462,17,<5,mature,,vegetative,,,,,,,,,76-100,4254,,,,,,,,,17,,Pathfinder II,13.6,4,FL,4,FL,,
_HEMA17_,P010,P010_AREL8_014,2017-07-21T04:00:00Z,Spencer Barrett,New York - New Jersey Trail Conference,2,completely treated,,50,11,51-75,adult non-reproducing,,vegetative,,,,,,,,,76-100,50,,,,,,,,,11,,Pathfinder II,100,2,FL,2,FL,,
_POPE10_,P010,P010_AREL8_014,2018-07-28T04:00:00Z,Alex Perri,New York - New Jersey Trail Conference,2,completely treated,,50,6,26-50,adult non-reproducing,,vegetative,,,,,,,,,76-100,50,,,,,,,,,6,,Pathfinder II,13.6,2,FL,2,FL,,
